 
 ********** RST CALC OUTPUT FOR DATA FILE - MICROSTN.DAT *********
 
 THERE ARE  8  POPULATIONS AND  24  LOCI, NMAX= 20 
 
 LOCUS VARIANCES IN EACH POPULATION:
 
    POP       LOCUS          VARIANCE     MEAN ALELLE  SAMPLE SIZE
 
 BIN x LVA    4_227           0.739   80      40.000   0.027   0.236  0.10098
 BIN x LVA    6_86            0.165   80      40.000   0.040   0.032  0.55351
 BIN x LVA    6_166          -0.360   80      40.000   0.471   0.703  0.40101
 BIN x LVA    6_138           0.036   80      40.000   0.445   1.913  0.18883
 BIN x LVA    6_296          -0.123   80      40.000  -0.020   0.848 -0.02465
 BIN x LVA    6_157           0.182   80      40.000  -0.010   0.584 -0.01699
 
                 RHO (AVERGING VAR  COMP)=  0.15935
                 RHO (AVERGING OVER LOCI)=  0.13316
       ----------------------------<>-----------------------------
 
 BIN x SPT    1_317          -0.169   80      40.000  -0.010   0.607 -0.01709
 BIN x SPT    1_64            0.307   80      40.000   1.634   0.667  0.71000
 BIN x SPT    1_316          -0.027   80      40.000   0.566   1.229  0.31531
 BIN x SPT    1_58           -0.960   80      40.000   1.668   0.463  0.78257
 BIN x SPT    1_295          -0.168   78      38.974   0.451   0.696  0.39332
 BIN x SPT    3_60            0.257   80      40.000   1.095   0.555  0.66380
 BIN x SPT    3_117           0.428   80      40.000   1.684   0.445  0.79101
 BIN x SPT    3_149          -0.143   80      40.000   1.736   0.477  0.78456
 BIN x SPT    3_221          -0.816   80      40.000   1.506   1.886  0.44404
 BIN x SPT    3_269          -0.675   80      40.000   0.949   0.986  0.49042
 BIN x SPT    3_265           0.374   80      40.000   0.757   0.728  0.50974
 BIN x SPT    4_149           0.040   80      40.000   0.422   0.698  0.37663
 BIN x SPT    4_315          -0.663   80      40.000   0.950   0.728  0.56602
 BIN x SPT    4_103           0.714   80      40.000   2.516   0.696  0.78321
 BIN x SPT    4_104           0.513   80      40.000   1.475   0.675  0.68608
 BIN x SPT    4_264          -0.186   80      40.000   0.151   0.614  0.19721
 BIN x SPT    4_235           0.419   80      40.000   0.513   0.839  0.37934
 BIN x SPT    4_181           0.142   80      40.000  -0.011   0.773 -0.01414
 BIN x SPT    4_227          -0.191   80      40.000   1.277   0.468  0.73167
 BIN x SPT    6_86            0.335   80      40.000   0.178   0.755  0.19049
 BIN x SPT    6_166          -0.502   80      40.000   0.228   0.811  0.21937
 BIN x SPT    6_138           0.376   80      40.000  -0.002   2.049 -0.00100
 BIN x SPT    6_296           0.209   80      40.000   0.171   0.957  0.15146
 BIN x SPT    6_157          -0.315   80      40.000   0.377   0.971  0.27965
 
                 RHO (AVERGING VAR  COMP)=  0.50631
                 RHO (AVERGING OVER LOCI)=  0.43390
       ----------------------------<>-----------------------------
 
 BIN x PAV    1_317          -0.008   80      40.000   0.014   0.419  0.03257
 BIN x PAV    1_64            0.040   80      40.000   0.816   0.305  0.72821
 BIN x PAV    1_316           0.257   80      40.000   0.123   0.589  0.17294
 BIN x PAV    1_58            0.130   80      40.000   0.049   0.468  0.09455
 BIN x PAV    1_295          -0.226   78      38.974   0.572   0.460  0.55435
 BIN x PAV    3_60           -0.105   80      40.000   0.280   0.531  0.34512
 BIN x PAV    3_117          -0.293   80      40.000   0.073   0.277  0.20826
 BIN x PAV    3_149          -0.074   80      40.000   1.485   0.596  0.71361
 BIN x PAV    3_221           0.207   80      40.000   0.032   0.343  0.08483
 BIN x PAV    3_269          -0.051   80      40.000  -0.007   0.700 -0.00958
 BIN x PAV    3_265          -0.583   80      40.000   0.186   1.519  0.10897
 BIN x PAV    4_149           0.068   80      40.000   0.362   1.049  0.25659
 BIN x PAV    4_315           0.025   80      40.000  -0.009   0.368 -0.02526
 BIN x PAV    4_103           0.118   80      40.000   0.544   0.612  0.47081
 BIN x PAV    4_104           0.187   80      40.000   0.559   0.779  0.41772
 BIN x PAV    4_264          -0.579   80      40.000   0.886   1.721  0.33987
 BIN x PAV    4_235           0.358   80      40.000   0.377   1.573  0.19310
 BIN x PAV    4_181           0.230   80      40.000   0.030   0.692  0.04162
 BIN x PAV    4_227          -0.184   80      40.000   1.256   0.309  0.80278
 BIN x PAV    6_86            0.265   80      40.000   0.114   0.195  0.36888
 BIN x PAV    6_166          -0.545   80      40.000   0.167   0.957  0.14883
 BIN x PAV    6_138          -0.016   80      40.000   0.561   1.668  0.25158
 BIN x PAV    6_296          -0.195   80      40.000  -0.001   0.726 -0.00170
 BIN x PAV    6_157           0.000   80      40.000   0.001   1.386  0.00048
 
                 RHO (AVERGING VAR  COMP)=  0.31709
                 RHO (AVERGING OVER LOCI)=  0.26246
       ----------------------------<>-----------------------------
 
 LVA x SPT    1_317          -0.036   80      40.000   0.034   1.328  0.02472
 LVA x SPT    1_64            0.275   80      40.000   1.751   0.648  0.73004
 LVA x SPT    1_316          -0.158   80      40.000   0.318   1.057  0.23126
 LVA x SPT    1_58           -0.688   80      40.000   2.817   0.388  0.87889
 LVA x SPT    1_295          -0.083   80      40.000   0.609   0.462  0.56862
 LVA x SPT    3_60            0.243   80      40.000   1.141   0.411  0.73520
 LVA x SPT    3_117           0.428   80      40.000   1.684   0.445  0.79101
 LVA x SPT    3_149          -0.272   80      40.000   1.288   0.381  0.77184
 LVA x SPT    3_221          -0.699   80      40.000   1.949   1.850  0.51296
 LVA x SPT    3_269          -0.549   80      40.000   1.342   0.552  0.70873
 LVA x SPT    3_265           0.452   80      40.000   0.575   0.790  0.42141
 LVA x SPT    4_149          -0.517   80      40.000  -0.009   0.986 -0.00893
 LVA x SPT    4_315          -0.299   80      40.000   2.228   0.765  0.74446
 LVA x SPT    4_103           0.681   80      40.000   2.670   0.701  0.79213
 LVA x SPT    4_104           0.408   80      40.000   1.868   0.468  0.79951
 LVA x SPT    4_264          -0.117   80      40.000   0.243   0.472  0.34029
 LVA x SPT    4_235           0.253   80      40.000   0.916   0.602  0.60365
 LVA x SPT    4_181           0.226   80      40.000  -0.036   1.468 -0.02511
 LVA x SPT    4_227          -0.064   80      40.000   1.723   0.264  0.86716
 LVA x SPT    6_86            0.478   80      40.000   0.040   0.740  0.05077
 LVA x SPT    6_166          -0.008   80      40.000   0.018   0.897  0.01952
 LVA x SPT    6_138          -0.120   80      40.000   0.204   1.077  0.15924
 LVA x SPT    6_296           0.189   80      40.000   0.204   0.645  0.24054
 LVA x SPT    6_157          -0.266   80      40.000   0.479   0.627  0.43284
 
                 RHO (AVERGING VAR  COMP)=  0.57170
                 RHO (AVERGING OVER LOCI)=  0.47461
       ----------------------------<>-----------------------------
 
 LVA x PAV    1_317           0.125   80      40.000  -0.028   1.140 -0.02474
 LVA x PAV    1_64            0.008   80      40.000   0.900   0.285  0.75954
 LVA x PAV    1_316           0.125   80      40.000   0.024   0.417  0.05457
 LVA x PAV    1_58            0.403   80      40.000   0.010   0.393  0.02393
 LVA x PAV    1_295          -0.139   80      40.000   0.746   0.226  0.76766
 LVA x PAV    3_60           -0.119   80      40.000   0.305   0.387  0.44081
 LVA x PAV    3_117          -0.293   80      40.000   0.073   0.277  0.20826
 LVA x PAV    3_149          -0.203   80      40.000   1.073   0.500  0.68208
 LVA x PAV    3_221           0.324   80      40.000  -0.006   0.307 -0.02155
 LVA x PAV    3_269           0.075   80      40.000   0.073   0.266  0.21523
 LVA x PAV    3_265          -0.506   80      40.000   0.299   1.581  0.15925
 LVA x PAV    4_149          -0.489   80      40.000  -0.006   1.337 -0.00451
 LVA x PAV    4_315           0.389   80      40.000   0.267   0.405  0.39776
 LVA x PAV    4_103           0.084   80      40.000   0.618   0.616  0.50071
 LVA x PAV    4_104           0.082   80      40.000   0.813   0.572  0.58710
 LVA x PAV    4_264          -0.510   80      40.000   1.087   1.578  0.40776
 LVA x PAV    4_235           0.193   80      40.000   0.740   1.336  0.35641
 LVA x PAV    4_181           0.315   80      40.000  -0.025   1.387 -0.01842
 LVA x PAV    4_227          -0.056   80      40.000   1.699   0.104  0.94209
 LVA x PAV    6_86            0.408   80      40.000   0.016   0.180  0.08021
 LVA x PAV    6_166          -0.051   80      40.000   0.042   1.043  0.03902
 LVA x PAV    6_138          -0.512   80      40.000  -0.012   0.696 -0.01745
 LVA x PAV    6_296          -0.215   80      40.000   0.000   0.415  0.00000
 LVA x PAV    6_157           0.049   80      40.000   0.040   1.042  0.03721
 
                 RHO (AVERGING VAR  COMP)=  0.34664
                 RHO (AVERGING OVER LOCI)=  0.27387
       ----------------------------<>-----------------------------
 
 SPT x PAV    1_317          -0.058   80      40.000   0.039   0.486  0.07517
 SPT x PAV    1_64            0.948   80      40.000   0.119   0.933  0.11309
 SPT x PAV    1_316          -0.289   80      40.000   0.126   1.384  0.08361
 SPT x PAV    1_58           -0.786   80      40.000   2.372   0.225  0.91348
 SPT x PAV    1_295          -0.696   80      40.000  -0.008   0.572 -0.01414
 SPT x PAV    3_60            0.639   80      40.000   0.242   0.780  0.23718
 SPT x PAV    3_117           0.628   80      40.000   1.021   0.719  0.58701
 SPT x PAV    3_149          -1.009   80      40.000   0.001   0.348  0.00226
 SPT x PAV    3_221          -0.674   80      40.000   2.041   2.101  0.49284
 SPT x PAV    3_269          -0.749   80      40.000   0.764   0.602  0.55944
 SPT x PAV    3_265           0.040   80      40.000   1.780   2.098  0.45898
 SPT x PAV    4_149          -0.400   80      40.000  -0.037   1.538 -0.02458
 SPT x PAV    4_315          -0.671   80      40.000   0.925   0.797  0.53730
 SPT x PAV    4_103           1.243   80      40.000   0.679   1.305  0.34221
 SPT x PAV    4_104           1.051   80      40.000   0.187   1.040  0.15209
 SPT x PAV    4_264          -0.867   80      40.000   0.263   1.835  0.12550
 SPT x PAV    4_235           0.875   80      40.000  -0.039   1.861 -0.02151
 SPT x PAV    4_181           0.296   80      40.000  -0.018   1.341 -0.01351
 SPT x PAV    4_227          -0.986   80      40.000  -0.008   0.336 -0.02528
 SPT x PAV    6_86            0.579   80      40.000  -0.013   0.902 -0.01434
 SPT x PAV    6_166          -0.193   80      40.000  -0.025   1.151 -0.02226
 SPT x PAV    6_138          -0.173   80      40.000   0.287   0.832  0.25621
 SPT x PAV    6_296           0.117   80      40.000   0.313   0.523  0.37461
 SPT x PAV    6_157          -0.448   80      40.000   0.163   1.429  0.10222
 
                 RHO (AVERGING VAR  COMP)=  0.30777
                 RHO (AVERGING OVER LOCI)=  0.21990
       ----------------------------<>-----------------------------
 
 
 RHO VALUES AVERAGING OVER VARIANCE COMPONENTS AND LOCI, ESTIMATED
 Nm & (DELTA-MU)^2  DISTANCE:
 
   POPS           RHO        Nm          P    :      RHO       Nm         P    (DELTA-MU)^2
               (VAR COMP)                           (LOCI)                                 
 POS x SON      0.51986      0.2309   0.00000 :    0.41278     0.3557  0.00000     1.23711
 POS x CRE      0.31734      0.5378   0.00000 :    0.21427     0.9167  0.00000     0.28627
 POS x GAL      0.37898      0.4097   0.00000 :    0.30524     0.5690  0.00000     0.31792
 POS x BIN      0.34846      0.4674   0.00000 :    0.28092     0.6399  0.00000     0.34630
 POS x LVA      0.30571      0.5678   0.00000 :    0.30289     0.5754  0.00000     0.21989
 POS x SPT      0.61302      0.1578   0.00000 :    0.47850     0.2725  0.00000     1.91995
 POS x PAV      0.46296      0.2900   0.00000 :    0.39497     0.3830  0.00000     0.94508
 SON x CRE      0.37829      0.4109   0.00000 :    0.30002     0.5833  0.00000     0.97386
 SON x GAL      0.43084      0.3303   0.00000 :    0.35532     0.4536  0.00000     1.13642
 SON x BIN      0.37041      0.4249   0.00000 :    0.26033     0.7103  0.00000     0.96389
 SON x LVA      0.43849      0.3201   0.00000 :    0.31404     0.5461  0.00000     1.14880
 SON x SPT      0.32644      0.5158   0.00000 :    0.22485     0.8618  0.00000     1.09379
 SON x PAV      0.22973      0.8382   0.00000 :    0.18393     1.1092  0.00000     0.65251
 CRE x GAL      0.18062      1.1341   0.00000 :    0.11416     1.9399  0.00000     0.22625
 CRE x BIN      0.16170      1.2961   0.00000 :    0.11757     1.8763  0.00000     0.22641
 CRE x LVA      0.08545      2.6757   0.00000 :    0.10319     2.1726  0.00000     0.10576
 CRE x SPT      0.53787      0.2148   0.00000 :    0.47161     0.2801  0.00000     1.91836
 CRE x PAV      0.31899      0.5337   0.00000 :    0.26181     0.7049  0.00000     0.73312
 GAL x BIN      0.11318      1.9588   0.00000 :    0.09858     2.2860  0.00000     0.14608
 GAL x LVA      0.19083      1.0601   0.00000 :    0.17971     1.1411  0.00000     0.21125
 GAL x SPT      0.57721      0.1831   0.00000 :    0.49995     0.2500  0.00000     2.12616
 GAL x PAV      0.39985      0.3752   0.00000 :    0.33089     0.5055  0.00000     0.96902
 BIN x LVA      0.15935      1.3188   0.00000 :    0.13316     1.6274  0.00000     0.19896
 BIN x SPT      0.50631      0.2438   0.00000 :    0.43390     0.3262  0.00000     1.73111
 BIN x PAV      0.31709      0.5384   0.00000 :    0.26246     0.7025  0.00000     0.74378
 LVA x SPT      0.57170      0.1873   0.00000 :    0.47461     0.2767  0.00000     2.04212
 LVA x PAV      0.34664      0.4712   0.00000 :    0.27387     0.6628  0.00000     0.76334
 SPT x PAV      0.30777      0.5623   0.00000 :    0.21990     0.8869  0.00000     0.98363
 
 NUMBER OF PERMUTATIONS= 100 
 
 
 
 
 MATRIX OF RHO VALUES (AVERAGING VARIANCE COMPONENTS):
 
 8 
 
 POS
 SON              0.5199 
 CRE              0.3173    0.3783 
 GAL              0.3790    0.4308    0.1806 
 BIN              0.3485    0.3704    0.1617    0.1132 
 LVA              0.3057    0.4385    0.0855    0.1908    0.1594 
 SPT              0.6130    0.3264    0.5379    0.5772    0.5063    0.5717 
 PAV              0.4630    0.2297    0.3190    0.3998    0.3171    0.3466    0.3078 
 
 
 MATRIX OF Nm VALUES (RHO AVERAGING VARIANCE COMPONENTS):
 
 8 
 
 POS
 SON              0.2309 
 CRE              0.5378    0.4109 
 GAL              0.4097    0.3303    1.1341 
 BIN              0.4674    0.4249    1.2961    1.9588 
 LVA              0.5678    0.3201    2.6757    1.0601    1.3188 
 SPT              0.1578    0.5158    0.2148    0.1831    0.2438    0.1873 
 PAV              0.2900    0.8382    0.5337    0.3752    0.5384    0.4712    0.5623 
 
 
 MATRIX OF RHO VALUES (RHO AVERAGING OVER LOCI):
 
 8 
 
 POS
 SON              0.4128 
 CRE              0.2143    0.3000 
 GAL              0.3052    0.3553    0.1142 
 BIN              0.2809    0.2603    0.1176    0.0986 
 LVA              0.3029    0.3140    0.1032    0.1797    0.1332 
 SPT              0.4785    0.2249    0.4716    0.5000    0.4339    0.4746 
 PAV              0.3950    0.1839    0.2618    0.3309    0.2625    0.2739    0.2199 
 
 
 MATRIX OF Nm VALUES (RHO AVERAGING OVER LOCI):
 
 8 
 
 POS
 SON              0.3557 
 CRE              0.9167    0.5833 
 GAL              0.5690    0.4536    1.9399 
 BIN              0.6399    0.7103    1.8763    2.2860 
 LVA              0.5754    0.5461    2.1726    1.1411    1.6274 
 SPT              0.2725    0.8618    0.2801    0.2500    0.3262    0.2767 
 PAV              0.3830    1.1092    0.7049    0.5055    0.7025    0.6628    0.8869 
 
 
 ****************** BOOTSTRAP RESULTS FOR RHO & Nm VALUES ****************
 
 
 
 VALUES FOR RHO AND Nm AVERAGING OVER VARIANCE COMPONENTS 
 IN PAIRWISE POPULATION COMPARISONS
 
   POPS       OBS RHO      95% CI         MEAN    VARIANCE   STD     :      OBS Nm             95% CI           MEAN       VARIANCE       STD     
             (VAR COMP)   L       U       RHO               ERROR                          L           U        Nm                       ERROR    
 POS x SON     0.51986   0.4419  0.6210   0.5308   0.00005  0.0070   :      0.23090      0.1345      0.2974      0.2242      0.00004      0.0062 
 POS x CRE     0.31734   0.2666  0.3989   0.3426   0.00003  0.0052   :      0.53779      0.3628      0.6459      0.4867      0.00013      0.0116 
 POS x GAL     0.37898   0.3037  0.4526   0.3956   0.00003  0.0055   :      0.40966      0.2749      0.5238      0.3871      0.00009      0.0094 
 POS x BIN     0.34846   0.3063  0.4367   0.3683   0.00002  0.0045   :      0.46745      0.2926      0.5345      0.4328      0.00006      0.0081 
 POS x LVA     0.30571   0.2476  0.3965   0.3230   0.00004  0.0063   :      0.56778      0.3451      0.7382      0.5356      0.00022      0.0149 
 POS x SPT     0.61302   0.5828  0.6629   0.6235   0.00001  0.0035   :      0.15781      0.1264      0.1767      0.1515      0.00001      0.0022 
 POS x PAV     0.46296   0.3888  0.5650   0.4765   0.00006  0.0079   :      0.29000      0.1619      0.3714      0.2805      0.00008      0.0087 
 SON x CRE     0.37829   0.2651  0.4738   0.3930   0.00007  0.0081   :      0.41086      0.2398      0.5794      0.3979      0.00021      0.0144 
 SON x GAL     0.43084   0.3364  0.5161   0.4461   0.00005  0.0069   :      0.33026      0.2192      0.4355      0.3161      0.00009      0.0093 
 SON x BIN     0.37041   0.2854  0.4604   0.3911   0.00005  0.0068   :      0.42492      0.2759      0.5622      0.3975      0.00014      0.0119 
 SON x LVA     0.43849   0.3458  0.5487   0.4631   0.00006  0.0074   :      0.32014      0.1946      0.4117      0.2957      0.00008      0.0091 
 SON x SPT     0.32644   0.2966  0.4120   0.3502   0.00002  0.0048   :      0.51584      0.3439      0.5833      0.4692      0.00010      0.0098 
 SON x PAV     0.22973   0.1608  0.3346   0.2531   0.00006  0.0080   :      0.83823      0.3512      1.2862      0.7769      0.00102      0.0320 
 CRE x GAL     0.18062   0.1355  0.2673   0.2015   0.00003  0.0051   :      1.13409      0.6693      1.4710      1.0250      0.00119      0.0345 
 CRE x BIN     0.16170   0.1108  0.2697   0.1866   0.00004  0.0061   :      1.29609      0.6487      1.7535      1.1480      0.00212      0.0460 
 CRE x LVA     0.08545   0.0689  0.1692   0.1195   0.00002  0.0042   :      2.67565      1.1780      3.1246      1.9530      0.00658      0.0811 
 CRE x SPT     0.53787   0.4930  0.5951   0.5470   0.00002  0.0046   :      0.21480      0.1669      0.2499      0.2083      0.00001      0.0038 
 CRE x PAV     0.31899   0.2536  0.4273   0.3486   0.00005  0.0072   :      0.53372      0.3036      0.7048      0.4807      0.00026      0.0162 
 GAL x BIN     0.11318   0.0841  0.2030   0.1369   0.00002  0.0049   :      1.95880      0.9137      2.5912      1.6690      0.00452      0.0672 
 GAL x LVA     0.19083   0.1395  0.2872   0.2175   0.00005  0.0071   :      1.06008      0.4610      1.4662      0.9483      0.00148      0.0385 
 GAL x SPT     0.57721   0.5366  0.6234   0.5883   0.00001  0.0034   :      0.18312      0.1481      0.2130      0.1756      0.00001      0.0025 
 GAL x PAV     0.39985   0.3198  0.5215   0.4220   0.00007  0.0083   :      0.37524      0.2092      0.5133      0.3519      0.00015      0.0122 
 BIN x LVA     0.15935   0.1058  0.2727   0.1849   0.00005  0.0070   :      1.31883      0.6429      1.7415      1.1745      0.00251      0.0501 
 BIN x SPT     0.50631   0.4722  0.5754   0.5251   0.00001  0.0038   :      0.24376      0.1805      0.2685      0.2272      0.00001      0.0035 
 BIN x PAV     0.31709   0.2280  0.4432   0.3409   0.00007  0.0083   :      0.53843      0.2803      0.7297      0.5016      0.00036      0.0190 
 LVA x SPT     0.57170   0.5411  0.6183   0.5843   0.00001  0.0033   :      0.18729      0.1461      0.2026      0.1784      0.00001      0.0024 
 LVA x PAV     0.34664   0.2587  0.4542   0.3628   0.00007  0.0081   :      0.47120      0.2725      0.6405      0.4533      0.00025      0.0158 
 SPT x PAV     0.30777   0.2684  0.3910   0.3329   0.00003  0.0051   :      0.56230      0.3632      0.6494      0.5082      0.00014      0.0119 
 
 
 
 VALUES FOR RHO AND Nm AVERAGING OVER LOCI 
 
   POPS       OBS RHO      95% CI         MEAN    VARIANCE   STD     :      OBS Nm             95% CI           MEAN       VARIANCE       STD     
              (LOCI)      L       U       RHO               ERROR                          L           U        Nm                       ERROR    
 POS x SON     0.41278   0.3710  0.4741   0.4193   0.00002  0.0042   :      0.35565      0.272      0.416      0.3486      0.00003      0.0059 
 POS x CRE     0.21427   0.1989  0.3073   0.2489   0.00003  0.0052   :      0.91673      0.465      0.974      0.7714      0.00040      0.0201 
 POS x GAL     0.30524   0.2649  0.3591   0.3190   0.00001  0.0037   :      0.56904      0.438      0.639      0.5381      0.00009      0.0093 
 POS x BIN     0.28092   0.2560  0.3911   0.3045   0.00003  0.0054   :      0.63993      0.316      0.713      0.5802      0.00016      0.0128 
 POS x LVA     0.30289   0.2654  0.3774   0.3215   0.00002  0.0048   :      0.57539      0.395      0.663      0.5347      0.00014      0.0118 
 POS x SPT     0.47850   0.4539  0.5275   0.4903   0.00001  0.0033   :      0.27247      0.211      0.299      0.2609      0.00001      0.0034 
 POS x PAV     0.39497   0.3456  0.4678   0.4056   0.00003  0.0058   :      0.38296      0.264      0.464      0.3715      0.00008      0.0089 
 SON x CRE     0.30002   0.2263  0.3599   0.3095   0.00003  0.0052   :      0.58329      0.426      0.764      0.5677      0.00022      0.0149 
 SON x GAL     0.35532   0.2870  0.4078   0.3631   0.00002  0.0043   :      0.45360      0.350      0.564      0.4427      0.00008      0.0087 
 SON x BIN     0.26033   0.2070  0.3207   0.2742   0.00002  0.0048   :      0.71030      0.461      0.896      0.6737      0.00029      0.0169 
 SON x LVA     0.31404   0.2617  0.3704   0.3294   0.00002  0.0040   :      0.54608      0.408      0.620      0.5136      0.00009      0.0097 
 SON x SPT     0.22485   0.2029  0.2843   0.2460   0.00001  0.0030   :      0.86183      0.608      0.921      0.7724      0.00016      0.0125 
 SON x PAV     0.18393   0.1346  0.2494   0.2004   0.00003  0.0052   :      1.10925      0.585      1.477      1.0310      0.00109      0.0330 
 CRE x GAL     0.11416   0.0999  0.2052   0.1508   0.00002  0.0045   :      1.93985      0.885      2.149      1.4677      0.00265      0.0515 
 CRE x BIN     0.11757   0.0873  0.1976   0.1401   0.00002  0.0043   :      1.87633      0.968      2.399      1.6060      0.00344      0.0586 
 CRE x LVA     0.10319   0.0894  0.2157   0.1510   0.00002  0.0049   :      2.17261      0.887      2.297      1.4825      0.00354      0.0595 
 CRE x SPT     0.47161   0.4379  0.5190   0.4812   0.00002  0.0041   :      0.28010      0.213      0.318      0.2711      0.00002      0.0044 
 CRE x PAV     0.26181   0.2205  0.3467   0.2878   0.00003  0.0051   :      0.70488      0.450      0.856      0.6301      0.00026      0.0162 
 GAL x BIN     0.09858   0.0850  0.1805   0.1229   0.00001  0.0039   :      2.28605      1.029      2.554      1.8596      0.00371      0.0609 
 GAL x LVA     0.17971   0.1595  0.2444   0.1983   0.00001  0.0035   :      1.14112      0.723      1.294      1.0259      0.00045      0.0212 
 GAL x SPT     0.49995   0.4646  0.5408   0.5082   0.00001  0.0030   :      0.25005      0.209      0.279      0.2426      0.00001      0.0029 
 GAL x PAV     0.33089   0.2837  0.4018   0.3431   0.00003  0.0050   :      0.50554      0.353      0.608      0.4850      0.00011      0.0107 
 BIN x LVA     0.13316   0.1079  0.2216   0.1553   0.00002  0.0043   :      1.62741      0.868      1.902      1.4095      0.00214      0.0462 
 BIN x SPT     0.43390   0.3994  0.4901   0.4469   0.00001  0.0036   :      0.32616      0.252      0.371      0.3108      0.00002      0.0046 
 BIN x PAV     0.26246   0.1977  0.3627   0.2828   0.00004  0.0064   :      0.70251      0.430      0.894      0.6529      0.00044      0.0209 
 LVA x SPT     0.47461   0.4439  0.5235   0.4869   0.00001  0.0031   :      0.27674      0.217      0.305      0.2643      0.00001      0.0033 
 LVA x PAV     0.27387   0.2408  0.3456   0.2879   0.00002  0.0043   :      0.66283      0.455      0.765      0.6261      0.00016      0.0128 
 SPT x PAV     0.21990   0.2057  0.2872   0.2433   0.00001  0.0034   :      0.88688      0.581      0.947      0.7856      0.00021      0.0145 
 
 
 NUMBER OF BOOTSTRAPS= 100 
 
 
 
 
 * END OF FILE *
